ID,Query,Category,Response,Timestamp,User Type
82950,What does 'Out for delivery' mean?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-11-12 01:43:45.338212,Returning
82951,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-05-14 12:15:07.338212,New
82952,Why is my order delayed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-09-19 01:49:47.338212,New
82953,Is my order confirmed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-08-05 16:35:46.338212,Returning
82954,Can I track my order live?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-08-10 17:11:09.338212,Returning
82955,What does 'Out for delivery' mean?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-02-26 14:51:50.338212,New
82956,Why is my order delayed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-03-01 23:19:10.338212,Returning
82957,"I didn’t receive my food, what should I do?",Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-09-30 23:52:56.338212,New
82958,Is my order confirmed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-01-19 12:35:11.338212,New
82959,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-17 04:48:50.338212,New
82960,"I didn’t receive my food, what should I do?",Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-01-16 10:41:53.338212,New
82961,Can I change my delivery address?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-01-27 04:45:01.338212,New
82962,What does 'Out for delivery' mean?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-08-03 12:29:13.338212,New
82963,How long will my delivery take?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-12-08 04:32:59.338212,Returning
82964,Can I track my order live?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-05-29 18:37:43.338212,New
82965,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-02-12 02:38:14.338212,Returning
82966,Why is my order delayed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-05-19 19:36:17.338212,Returning
82967,Why is my order delayed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-12-18 01:42:25.338212,New
82968,Is my order confirmed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2025-01-11 07:40:30.338212,New
82969,How long will my delivery take?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-12-21 02:29:31.338212,Returning
82970,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-18 20:34:43.338212,Returning
82971,Can I change my delivery address?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-04-19 04:50:11.338212,New
82972,Why is my order delayed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-09-23 22:20:07.338212,New
82973,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-04-27 07:43:27.338212,New
82974,Why is my order delayed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2025-01-07 04:39:40.338212,New
82975,"I didn’t receive my food, what should I do?",Order Tracking,Live tracking is available in the 'Track Order' section.,2024-05-31 23:20:03.338212,New
82976,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2025-01-08 16:48:35.338212,Returning
82977,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-08-23 11:39:24.338212,New
82978,How long will my delivery take?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-03-03 03:00:59.338212,New
82979,How long will my delivery take?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-03-15 17:22:07.338212,Returning
82980,"I didn’t receive my food, what should I do?",Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-10-14 13:26:46.338212,New
82981,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2025-02-07 09:03:43.338212,New
82982,Can I change my delivery address?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-11-15 15:30:41.338212,Returning
82983,What time will my order arrive?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-08-13 00:14:59.338212,New
82984,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-10-11 15:23:15.338212,Returning
82985,What time will my order arrive?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-03-12 05:50:14.338212,New
82986,What does 'Out for delivery' mean?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2025-02-06 18:27:37.338212,Returning
82987,Can I track my order live?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-18 07:55:05.338212,New
82988,Where is my order?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-03-12 07:42:58.338212,New
82989,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-10-26 21:36:09.338212,Returning
82990,Can I track my order live?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-11-24 07:57:18.338212,New
82991,How long will my delivery take?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-07-08 01:23:05.338212,New
82992,How long will my delivery take?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-05-23 22:19:19.338212,Returning
82993,Why is my order delayed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-09-17 08:50:45.338212,New
82994,Can I track my order live?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-12-10 17:53:13.338212,New
82995,What time will my order arrive?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-03-26 04:22:56.338212,New
82996,Is my order confirmed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-07-26 04:09:48.338212,New
82997,What time will my order arrive?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2025-01-08 09:07:38.338212,Returning
82998,Why is my order delayed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-11-22 23:45:18.338212,New
82999,How long will my delivery take?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-08-30 15:20:47.338212,New
83000,"I didn’t receive my food, what should I do?",Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-07-20 12:45:04.338212,New
83001,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-21 17:28:16.338212,New
83002,What time will my order arrive?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-02-21 06:37:03.338212,Returning
83003,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-03-31 15:51:47.338212,Returning
83004,What does 'Out for delivery' mean?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-09-18 04:31:23.338212,New
83005,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-12-27 09:23:26.338212,New
83006,Why is my order delayed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-11-05 13:42:19.338212,Returning
83007,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-06-27 20:26:21.338212,New
83008,What time will my order arrive?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-07-03 08:45:30.338212,Returning
83009,Where is my order?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-08-10 13:23:19.338212,Returning
83010,How long will my delivery take?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-05-23 19:05:56.338212,Returning
83011,Where is my order?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-12-05 22:14:01.338212,New
83012,Can I change my delivery address?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-04-08 10:02:39.338212,Returning
83013,Where is my order?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-01-15 20:49:08.338212,Returning
83014,"I didn’t receive my food, what should I do?",Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-02-23 01:59:38.338212,Returning
83015,What does 'Out for delivery' mean?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-03-04 00:36:55.338212,New
83016,"I didn’t receive my food, what should I do?",Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-04-30 22:28:51.338212,Returning
83017,How long will my delivery take?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-11-26 03:59:21.338212,New
83018,Where is my order?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-11-09 10:12:37.338212,Returning
83019,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-11-19 01:31:58.338212,New
83020,Where is my order?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-09-30 21:34:50.338212,New
83021,Why is my order delayed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-04-19 15:19:58.338212,Returning
83022,How long will my delivery take?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-01-25 03:22:56.338212,New
83023,How long will my delivery take?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-07-25 05:32:06.338212,New
83024,Can I change my delivery address?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-12-19 00:13:53.338212,New
83025,Where is my order?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-31 10:28:05.338212,New
83026,"I didn’t receive my food, what should I do?",Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-03-10 07:33:03.338212,Returning
83027,"I didn’t receive my food, what should I do?",Order Tracking,Live tracking is available in the 'Track Order' section.,2024-12-13 01:33:52.338212,Returning
83028,Where is my order?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-05-28 12:04:45.338212,Returning
83029,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-11-19 09:22:52.338212,New
83030,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-05-25 03:40:00.338212,New
83031,Can I change my delivery address?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-04-20 11:21:04.338212,Returning
83032,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-05-08 06:08:51.338212,Returning
83033,What time will my order arrive?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-12-09 16:09:15.338212,New
83034,Can I change my delivery address?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-11-22 21:35:47.338212,New
83035,What does 'Out for delivery' mean?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-10-31 07:42:01.338212,New
83036,Can I track my order live?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-07-16 16:01:57.338212,New
83037,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-08-14 11:03:42.338212,Returning
83038,"I didn’t receive my food, what should I do?",Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-06-06 04:10:36.338212,New
83039,Where is my order?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-03-28 21:22:50.338212,New
83040,What does 'Out for delivery' mean?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-09-14 05:14:22.338212,Returning
83041,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-08-05 03:47:11.338212,New
83042,Can I change my delivery address?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-07-29 08:56:47.338212,Returning
83043,"I didn’t receive my food, what should I do?",Order Tracking,Live tracking is available in the 'Track Order' section.,2024-10-15 17:27:00.338212,Returning
83044,Can I change my delivery address?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-11-08 00:53:26.338212,New
83045,Is my order confirmed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-18 16:18:13.338212,New
83046,How long will my delivery take?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-04-12 13:26:57.338212,Returning
83047,Is my order confirmed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-09-04 05:29:28.338212,New
83048,Is my order confirmed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-03-29 03:20:31.338212,Returning
83049,What time will my order arrive?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-06-01 15:46:14.338212,New
83050,Where is my order?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-03-01 07:38:27.338212,New
83051,What time will my order arrive?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-11-29 01:53:25.338212,Returning
83052,What time will my order arrive?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-01-21 15:39:57.338212,Returning
83053,Where is my order?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-03-16 05:47:35.338212,New
83054,"I didn’t receive my food, what should I do?",Order Tracking,Live tracking is available in the 'Track Order' section.,2024-06-03 14:15:20.338212,New
83055,Can I track my order live?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-03-19 19:19:10.338212,New
83056,How long will my delivery take?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-06-28 09:59:56.338212,Returning
83057,"I didn’t receive my food, what should I do?",Order Tracking,Live tracking is available in the 'Track Order' section.,2024-04-12 09:44:28.338212,New
83058,What does 'Out for delivery' mean?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-11-18 00:48:07.338212,Returning
83059,Is my order confirmed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-04-01 17:43:08.338212,Returning
83060,Is my order confirmed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-04-09 02:08:27.338212,Returning
83061,Can I change my delivery address?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-09-22 02:42:39.338212,New
83062,How long will my delivery take?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-09-29 13:30:16.338212,Returning
83063,Can I track my order live?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-08-11 15:02:38.338212,Returning
83064,What does 'Out for delivery' mean?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-09-02 14:43:20.338212,Returning
83065,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-03-02 14:46:02.338212,Returning
83066,Can I track my order live?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-08-01 11:22:06.338212,New
83067,Can I change my delivery address?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-10-17 14:04:03.338212,New
83068,What time will my order arrive?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-12-02 07:28:32.338212,New
83069,Where is my order?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-12-29 15:36:21.338212,Returning
83070,Is my order confirmed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-12-18 01:04:25.338212,Returning
83071,Why is my order delayed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-08-07 10:55:41.338212,Returning
83072,What time will my order arrive?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-11-25 21:36:59.338212,Returning
83073,Is my order confirmed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2025-01-18 04:26:22.338212,New
83074,Is my order confirmed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-04-25 10:19:22.338212,New
83075,"I didn’t receive my food, what should I do?",Order Tracking,Live tracking is available in the 'Track Order' section.,2024-07-04 21:41:35.338212,Returning
83076,Can I change my delivery address?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2025-02-03 12:16:24.338212,New
83077,"I didn’t receive my food, what should I do?",Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-27 20:49:05.338212,Returning
83078,How long will my delivery take?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-10-20 06:56:43.338212,Returning
83079,Where is my order?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-11-10 09:52:17.338212,New
83080,What does 'Out for delivery' mean?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-07-12 00:16:51.338212,New
83081,Is my order confirmed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-04-29 11:32:19.338212,New
83082,"I didn’t receive my food, what should I do?",Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-19 01:07:39.338212,Returning
83083,Where is my order?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-04-04 17:14:00.338212,Returning
83084,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-06-02 06:02:23.338212,New
83085,How long will my delivery take?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-09-26 06:32:43.338212,New
83086,Why is my order delayed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-10-02 00:55:37.338212,New
83087,What does 'Out for delivery' mean?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-05-01 13:47:10.338212,Returning
83088,What does 'Out for delivery' mean?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-08-13 22:58:58.338212,New
83089,"I didn’t receive my food, what should I do?",Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2025-02-12 13:06:54.338212,Returning
83090,Is my order confirmed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-10-21 12:15:17.338212,New
83091,How long will my delivery take?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-06-26 14:25:27.338212,Returning
83092,Is my order confirmed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-08 02:40:18.338212,Returning
83093,Can I change my delivery address?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-12-07 11:06:25.338212,New
83094,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-08-27 03:35:25.338212,New
83095,Why is my order delayed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2025-01-04 07:51:17.338212,Returning
83096,What time will my order arrive?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-02-19 09:47:29.338212,New
83097,Can I track my order live?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-07-29 16:17:19.338212,Returning
83098,Why is my order delayed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-02-10 00:29:15.338212,Returning
83099,Where is my order?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-09 09:40:42.338212,Returning
83100,Why is my order delayed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-11-30 14:10:11.338212,Returning
83101,Why is my order delayed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-05-18 01:58:27.338212,New
83102,Where is my order?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-03-05 18:51:23.338212,Returning
83103,Can I change my delivery address?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-04-30 11:01:45.338212,New
83104,Can I change my delivery address?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-05-29 19:52:37.338212,Returning
83105,What does 'Out for delivery' mean?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-08-13 05:57:23.338212,New
83106,"I didn’t receive my food, what should I do?",Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2025-01-15 08:32:49.338212,Returning
83107,Can I change my delivery address?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-10-11 11:50:14.338212,New
83108,Is my order confirmed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-04-26 21:46:10.338212,Returning
83109,Why is my order delayed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-20 00:13:44.338212,Returning
83110,Where is my order?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-07-15 14:26:36.338212,New
83111,Where is my order?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-07-21 18:30:51.338212,Returning
83112,What does 'Out for delivery' mean?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-09-11 13:58:48.338212,New
83113,"I didn’t receive my food, what should I do?",Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-06-06 11:09:51.338212,New
83114,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-05-01 12:27:12.338212,New
83115,What time will my order arrive?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-10-26 09:38:56.338212,New
83116,Is my order confirmed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-04-27 07:55:56.338212,Returning
83117,What time will my order arrive?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-03-31 10:08:12.338212,Returning
83118,Can I track my order live?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-08-30 23:04:25.338212,New
83119,Why is my order delayed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-07-21 20:18:21.338212,Returning
83120,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-04-23 21:21:12.338212,New
83121,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-12-31 04:33:21.338212,Returning
83122,Where is my order?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-11-19 19:27:50.338212,Returning
83123,Where is my order?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-11-24 21:43:30.338212,Returning
83124,"I didn’t receive my food, what should I do?",Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-03-22 18:40:04.338212,New
83125,What does 'Out for delivery' mean?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-02-28 21:17:01.338212,Returning
83126,How long will my delivery take?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-12-19 06:29:31.338212,New
83127,Is my order confirmed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-11-09 20:46:56.338212,New
83128,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-12-14 21:58:14.338212,New
83129,Is my order confirmed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-05-24 07:17:45.338212,Returning
83130,What does 'Out for delivery' mean?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-09-06 18:30:01.338212,New
83131,What time will my order arrive?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-06-22 21:20:16.338212,New
83132,Why is my order delayed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-11-29 16:22:42.338212,Returning
83133,How long will my delivery take?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-06-08 22:55:12.338212,New
83134,How long will my delivery take?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-07-05 18:46:15.338212,New
83135,Where is my order?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-04-20 22:41:55.338212,New
83136,Can I change my delivery address?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2025-02-05 08:56:59.338212,New
83137,How long will my delivery take?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-03-02 10:11:56.338212,New
83138,How long will my delivery take?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-05-10 21:44:00.338212,Returning
83139,Where is my order?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-10-07 08:39:14.338212,Returning
83140,What does 'Out for delivery' mean?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-03-01 14:02:56.338212,Returning
83141,"I didn’t receive my food, what should I do?",Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-01-28 11:10:50.338212,New
83142,"I didn’t receive my food, what should I do?",Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-09-28 12:59:34.338212,Returning
83143,How long will my delivery take?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-04-07 10:42:28.338212,New
83144,How long will my delivery take?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-07-01 12:02:42.338212,New
83145,"I didn’t receive my food, what should I do?",Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-12-15 09:09:06.338212,Returning
83146,"I didn’t receive my food, what should I do?",Order Tracking,Live tracking is available in the 'Track Order' section.,2025-01-07 11:47:28.338212,New
83147,What does 'Out for delivery' mean?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-03-22 03:37:37.338212,New
83148,What time will my order arrive?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-08-27 02:52:27.338212,Returning
83149,How long will my delivery take?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-06-24 22:49:33.338212,New
83150,Why is my order delayed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-06-15 21:58:47.338212,Returning
83151,"I didn’t receive my food, what should I do?",Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-02-26 06:54:13.338212,New
83152,Is my order confirmed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-05-21 11:46:15.338212,New
83153,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-09-29 03:10:23.338212,New
83154,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-08-05 01:47:03.338212,Returning
83155,What time will my order arrive?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-07-31 20:53:38.338212,Returning
83156,What time will my order arrive?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2025-01-13 00:53:52.338212,New
83157,What time will my order arrive?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-04-09 09:25:25.338212,New
83158,Can I change my delivery address?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-04-02 01:28:34.338212,New
83159,What time will my order arrive?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-07-26 19:45:20.338212,Returning
83160,Why is my order delayed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-06-02 14:37:58.338212,Returning
83161,Where is my order?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-02-28 22:25:39.338212,New
83162,Can I track my order live?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-07-02 10:23:44.338212,New
83163,What does 'Out for delivery' mean?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2025-02-06 14:47:13.338212,New
83164,What time will my order arrive?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-10-18 17:43:52.338212,Returning
83165,What time will my order arrive?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-10-23 22:54:59.338212,Returning
83166,Is my order confirmed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-06-15 20:41:24.338212,New
83167,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-06-16 00:16:51.338212,New
83168,What time will my order arrive?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-07-23 22:18:21.338212,Returning
83169,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-05-31 17:23:12.338212,Returning
83170,How long will my delivery take?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-09-07 23:08:32.338212,New
83171,Is my order confirmed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-12-07 20:51:25.338212,New
83172,What time will my order arrive?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-08-24 01:23:38.338212,New
83173,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-06-18 12:02:42.338212,New
83174,Where is my order?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-11-27 18:27:35.338212,Returning
83175,Is my order confirmed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-24 15:56:38.338212,Returning
